3.353477129044254434e-01 8.112910481331534474e-01
3.968362353476727056e-01 7.843004948268106347e-01
4.575145683696977827e-01 7.593342330184434941e-01
5.152037617554858784e-01 7.393162393162393542e-01
5.679843999290905554e-01 7.206477732793522550e-01
6.212664277180406369e-01 7.017543859649122417e-01
6.606443186765346143e-01 6.826360773729194253e-01
7.002121140702333157e-01 6.682411156095366955e-01
7.332662304982385804e-01 6.554206027890238095e-01
7.657464486732779019e-01 6.426000899685110346e-01
7.899207248018119687e-01 6.275303643724696734e-01
8.104826769321883395e-01 6.156095366621682219e-01
8.331269349845201733e-01 6.052631578947368363e-01
8.473600000000000021e-01 5.955915429599639710e-01
8.656468240771533207e-01 5.854700854700854995e-01
8.799036476256022477e-01 5.751237067026541139e-01
8.893601979498055865e-01 5.659019343229869659e-01
9.012074643249177175e-01 5.539811066126855144e-01
9.127163280662151656e-01 5.456590193432299118e-01
9.228395061728394966e-01 5.380116959064327187e-01
9.264937106918238463e-01 5.301394511920827224e-01
9.313962873284906685e-01 5.191183085919928164e-01
9.380932728023111400e-01 5.112460638776428201e-01
9.425675675675675436e-01 5.020242914979756721e-01
9.465056082830025641e-01 4.934772829509671555e-01
9.497354497354497660e-01 4.844804318488529216e-01
9.549795361527967374e-01 4.723346828609986670e-01
9.591647331786542496e-01 4.649122807017543879e-01
9.612109744560075608e-01 4.570400359874043916e-01
9.641993226898887270e-01 4.482681061628430164e-01
9.665683382497541887e-01 4.421952316689158891e-01
9.684210526315789602e-01 4.345479082321187514e-01
9.698518140010219390e-01 4.269005847953216137e-01
9.718162839248434270e-01 4.188034188034188143e-01
9.733901011176157025e-01 4.113810166441745353e-01
9.751082251082251462e-01 4.053081421502474080e-01
9.758241758241757990e-01 3.994601889338731393e-01
9.769274057400112454e-01 3.904633378317589054e-01
9.789173789173789553e-01 3.864147548358074502e-01
9.786620530565167675e-01 3.816914080071974746e-01
9.795918367346938549e-01 3.778677462887989336e-01
9.816568047337278502e-01 3.731443994601889580e-01
9.814925373134328890e-01 3.697705802968960787e-01
9.811893203883494952e-01 3.636977058029689513e-01
9.821208384710233830e-01 3.582995951417003999e-01
9.825545171339563622e-01 3.547008547008547175e-01
9.835858585858585634e-01 3.504273504273504036e-01
9.846938775510204467e-01 3.472784525416104384e-01
9.851804123711340733e-01 3.439046333783176146e-01
9.849869451697127465e-01 3.394062078272604421e-01
9.848384970336190314e-01 3.360323886639676183e-01
9.859437751004016537e-01 3.313090418353576427e-01
9.883561643835616639e-01 3.245614035087719396e-01
9.881862404447533388e-01 3.198380566801619640e-01
9.887323943661971981e-01 3.157894736842105088e-01
9.885632594710507259e-01 3.110661268556005332e-01
9.883466860888565630e-01 3.052181736392262645e-01
9.881569207994078674e-01 3.002699055330634303e-01
9.887471867966991512e-01 2.964462438146648893e-01
9.893455098934550440e-01 2.923976608187134341e-01
9.899536321483771717e-01 2.881241565452091757e-01
9.897718332022029664e-01 2.829509671614934829e-01
9.896000000000000352e-01 2.782276203328835074e-01
9.893790849673202992e-01 2.723796671165092387e-01
9.891846921797005088e-01 2.674313990103464045e-01
9.888698630136986134e-01 2.597840755735492668e-01
9.886264216972878716e-01 2.541610436347278568e-01
9.884238646482635948e-01 2.496626180836707121e-01
9.918107370336669559e-01 2.451641925326135951e-01
9.944289693593314494e-01 2.408906882591093090e-01
9.943181818181817677e-01 2.361673414304993335e-01
9.941690962099125617e-01 2.300944669365722062e-01
9.940535183349851200e-01 2.255960413855150615e-01
9.938837920489296263e-01 2.192982456140350755e-01
9.937172774869109659e-01 2.134502923976608069e-01
9.935414424111947973e-01 2.076023391812865382e-01
9.933847850055126383e-01 2.026540710751237040e-01
9.931740614334471084e-01 1.963562753036437181e-01
9.929411764705882160e-01 1.898335582546108735e-01
9.927272727272726804e-01 1.842105263157894635e-01
9.925093632958801315e-01 1.788124156545209120e-01
9.934810951760104647e-01 1.713900134952766607e-01
9.932705248990578717e-01 1.659919028340081093e-01
9.929478138222849193e-01 1.583445793972109716e-01
1.000000000000000000e+00 1.475483580746738688e-01
1.000000000000000000e+00 1.412505623031938828e-01
1.000000000000000000e+00 1.358524516419253314e-01
1.000000000000000000e+00 1.282051282051281937e-01
1.000000000000000000e+00 1.221322537112010803e-01
1.000000000000000000e+00 1.126855600539811014e-01
1.000000000000000000e+00 1.048133153396311329e-01
1.000000000000000000e+00 9.784075573549257110e-02
1.000000000000000000e+00 9.109311740890688180e-02
1.000000000000000000e+00 8.142150247413405817e-02
1.000000000000000000e+00 7.219973009446693790e-02
1.000000000000000000e+00 6.320287899235267626e-02
1.000000000000000000e+00 5.623031938821412834e-02
1.000000000000000000e+00 4.790823211875843562e-02
1.000000000000000000e+00 3.733693207377417750e-02
1.000000000000000000e+00 2.249212775528565064e-02
