retweet,likes,reply,num,image,video,gif
8,29,5,2,1,0,0
11,62,1,4,1,0,0
0,3,0,1,0,1,0
33,175,26,8,2,0,0
18,55,8,9,3,0,0
17,88,4,6,0,0,0
2,9,3,6,1,0,0
1,6,0,5,2,0,0
18,54,32,5,1,0,0
37,75,13,7,1,0,0
0,5,1,6,1,0,0
0,0,0,3,1,1,0
3,8,1,4,0,0,0
14,60,9,4,0,0,0
9,16,0,4,1,0,0
1,4,1,2,1,0,0
0,0,0,2,0,1,0
11,20,3,2,0,0,0
3,1,0,3,1,0,0
5,17,5,5,1,0,0
2,21,2,7,1,0,0
6,21,0,6,1,0,0
7,8,2,8,4,0,0
5,22,4,10,4,0,0
8,25,4,11,1,0,0
6,52,3,8,2,0,0
7,16,5,13,2,0,0
3,20,2,11,1,0,0
1,18,3,13,2,0,0
20,69,0,10,1,0,0
3,20,0,13,8,0,0
30,127,16,15,5,0,0
2,19,4,6,0,0,0
12,31,7,5,3,0,0
5,6,1,8,2,0,0
0,3,1,2,1,0,0
1,10,1,4,0,1,0
0,0,0,1,0,0,0
22,73,10,3,1,0,0
28,63,12,4,1,0,0
4,19,1,2,1,0,0
0,0,0,1,0,0,0
1,8,2,3,1,0,0
1,3,0,3,2,0,0
12,8,1,8,3,0,0
2,4,2,7,1,0,0
3,11,0,9,2,0,0
2,9,2,4,2,0,0
3,16,0,8,1,1,0
3,14,0,6,3,0,0
2,5,0,2,0,1,0
2,13,0,7,1,0,0
81,258,30,62,3,0,0
44,157,31,19,4,0,0
14,28,3,18,1,1,0
2,6,0,12,3,0,0
3,15,5,12,2,0,0
6,37,5,14,2,0,0
9,45,10,6,1,0,0
4,14,1,9,2,1,0
3,3,0,4,0,0,0
2,1,0,3,1,0,0
0,1,0,1,0,0,0
3,4,1,6,1,0,0
0,0,1,2,1,0,0
1,7,0,3,2,0,0
8,7,1,5,0,0,0
16,54,7,14,4,0,0
14,48,6,16,3,0,0
9,46,3,9,0,0,0
3,21,1,16,3,0,0
7,20,6,12,5,0,0
17,38,5,9,2,0,0
29,58,6,22,4,0,0
38,203,40,13,3,0,0
880,4412,275,275,72,3,0
2632,18757,753,638,152,15,0
824,4575,587,243,55,9,0
75,373,57,282,94,9,0
118,787,107,284,114,3,0
226,739,136,184,69,1,0
88,419,54,145,60,2,0
140,685,38,106,27,6,0
91,316,33,106,41,1,0
37,147,17,71,33,1,0
21,60,6,68,27,0,0
291,787,41,73,34,0,0
21,68,18,82,23,2,0
50,194,32,61,23,3,0
83,344,31,87,25,0,0
49,123,8,82,19,2,0
155,855,158,82,24,1,0
163,802,66,128,29,2,0
222,1138,91,165,24,3,0
209,1077,83,164,34,3,0
213,944,63,104,18,5,0
220,870,73,128,28,1,0
460,3114,142,158,43,1,0
123,361,70,105,26,6,0
63,192,37,93,45,0,0
32,130,12,73,39,1,0
68,235,30,61,29,0,0
36,124,15,89,52,2,0
41,86,5,77,50,0,0
35,56,6,54,33,1,0
16,41,8,31,14,2,0
24,75,9,36,15,2,0
67,304,28,26,11,0,0
23,69,9,31,13,1,0
10,22,3,17,9,1,0
22,36,0,34,22,3,0
69,80,12,57,42,2,0
18,76,6,26,4,0,0
17,50,3,19,3,0,0
12,39,3,20,1,0,0
41,130,10,45,7,1,0
102,323,61,48,11,1,0
63,311,17,67,16,0,0
132,491,60,54,13,2,0
35,154,25,55,13,3,0
49,243,32,38,7,1,0
37,214,32,52,14,1,0
49,230,16,53,12,1,0
162,701,82,47,11,2,0
71,275,30,23,6,0,0
24,72,11,26,6,0,0
54,387,12,23,5,0,0
7,33,4,11,4,2,0
25,75,11,6,1,0,0
16,66,11,10,1,0,0
7,6,1,9,1,0,0
3,9,0,8,0,0,0
31,115,15,12,1,0,0
3,3,0,2,0,0,0
0,4,1,5,0,0,0
21,56,9,11,1,0,0
2,4,0,4,0,0,0
5,6,0,5,1,0,0
0,0,0,1,1,0,0
2,7,2,6,3,0,0
3,11,3,9,2,0,0
1,13,3,7,4,0,0
7,12,5,11,3,0,0
6,12,8,9,0,0,0
18,56,3,7,0,0,0
11,41,8,11,4,1,0
0,15,3,6,1,0,0
10,45,8,17,5,1,0
13,35,2,11,3,0,0
11,74,13,4,0,0,0
3,28,8,6,0,0,0
10,37,5,9,1,0,0
3,12,3,10,1,1,0
2,14,3,4,0,0,0
0,2,1,2,1,0,0
3,5,0,4,0,0,0
3,11,0,5,1,1,0
0,2,1,2,0,0,0
3,4,1,1,0,0,0
3,10,0,3,1,0,0
1,1,0,2,1,0,0
1,3,2,3,1,0,0
1,3,0,2,2,0,0
1,2,0,2,1,0,0
1,3,0,2,0,0,0
6,12,3,5,0,0,0
4,13,1,3,1,0,0
3,46,14,12,2,1,0
11,30,1,5,4,0,0
6,22,2,12,1,0,0
0,4,0,2,1,0,0
8,39,2,14,8,0,0
8,45,5,12,7,0,0
16,82,6,6,3,0,0
102,282,20,7,1,0,0
5,12,6,6,2,0,0
13,24,4,14,1,0,0
12,22,2,7,0,0,0
5,18,7,9,1,0,0
5,26,1,7,4,0,0
14,35,8,13,7,0,0
8,38,12,14,8,2,0
4,7,2,5,1,0,0
4,22,6,5,2,0,0
7,7,3,7,1,0,0
2,3,0,4,0,0,0
19,52,7,10,1,0,0
51,171,15,15,8,0,0
24,98,6,17,7,1,0
19,61,7,22,5,0,0
7,35,3,17,3,0,0
16,92,13,19,7,0,0
58,133,8,31,3,0,0
20,57,2,16,7,1,0
28,95,2,32,6,1,0
33,261,35,44,12,1,0
7,35,3,17,11,0,0
14,44,0,18,7,0,0
18,69,7,19,8,1,0
22,66,16,15,7,0,0
21,80,4,15,7,2,0
1,9,2,7,1,0,0
2,19,2,7,1,0,0
20,108,9,11,1,1,0
4,23,0,13,7,1,0
6,12,1,12,5,0,0
0,1,0,4,0,0,0
5,8,1,5,2,0,0
0,2,0,3,1,0,0
6,14,0,6,4,0,0
6,23,1,2,0,0,0
74,205,16,14,6,0,0
2,20,3,9,5,0,0
8,56,18,19,5,0,0
20,129,6,31,9,0,0
11,40,4,20,4,0,0
9,28,4,18,2,0,0
7,30,3,22,7,0,0
23,92,4,17,3,0,0
17,90,18,19,2,0,0
26,108,4,15,2,0,0
20,105,8,19,8,1,0
10,23,6,9,3,0,0
20,69,6,7,1,0,0
17,47,7,13,9,0,0
2,8,0,4,4,0,0
12,70,5,8,4,0,0
3,6,0,3,1,0,0
7,34,4,10,2,0,0
2,16,3,3,2,0,0
2,4,2,3,3,0,0
0,1,0,1,0,0,0
5,5,0,7,0,0,0
1,10,1,6,1,0,0
13,41,3,7,2,0,0
24,118,6,8,2,0,0
19,207,16,21,1,9,0
24,99,7,22,11,1,0
38,135,9,23,6,0,0
21,64,10,29,7,0,0
14,86,3,14,2,0,0
6,30,8,10,3,0,0
43,248,9,16,6,0,0
32,118,11,20,3,0,0
29,93,13,28,7,0,0
12,39,2,16,2,0,0
7,34,4,9,4,2,0
23,111,16,11,3,0,0
19,80,8,7,0,0,0
9,41,9,7,0,0,0
2,6,0,4,2,0,0
7,50,1,4,0,0,0
24,95,19,5,3,0,0
2,6,0,3,1,0,0
0,2,1,1,1,0,0
1,0,0,1,1,0,0
5,8,0,2,0,0,0
0,0,1,1,0,0,0
3,2,3,4,0,0,0
1,9,1,6,3,0,0
0,10,1,6,2,0,0
39,111,14,17,9,1,0
11,73,10,20,4,0,0
79,263,55,14,4,1,0
3,30,5,15,3,0,0
13,64,6,21,4,1,0
84,416,52,70,18,2,0
34,187,16,35,15,0,0
6,44,4,15,3,0,0
17,52,5,12,3,0,0
4,12,1,5,1,1,0
1,4,1,5,2,0,0
18,110,8,7,3,0,0
8,24,3,13,2,1,0
96,101,12,10,0,0,0
94,92,14,6,2,0,0
3,14,6,7,2,0,0
0,5,2,3,1,0,0
1,0,0,1,0,0,0
4,24,5,5,5,0,0
1,1,1,4,2,0,0
1,5,1,2,0,0,0
14,31,3,9,3,0,0
24,65,5,16,4,0,0
57,11,4,10,2,0,0
13,65,6,37,4,0,0
20,175,9,67,9,1,0
36,122,21,49,13,1,0
63,197,29,17,6,1,0
0,9,3,11,2,0,0
32,84,11,19,8,1,0
4,20,2,13,5,0,0
118,455,26,13,7,0,0
2,30,0,15,8,0,0
6,14,3,13,5,0,0
4,11,3,6,2,0,0
2,7,2,6,1,0,0
8,19,3,6,1,1,0
3,6,0,7,2,0,0
1,8,1,4,1,0,0
4,5,1,5,1,0,0
7,79,6,6,2,0,0
0,2,1,2,1,0,0
6,8,1,8,1,0,0
28,69,12,15,0,0,0
0,0,1,1,0,0,0
4,22,2,5,1,0,0
0,0,0,2,1,0,0
7,46,8,6,1,0,0
2,11,0,3,0,0,0
22,99,12,19,8,0,0
6,39,2,20,8,1,0
5,25,2,9,3,0,0
2,7,1,6,0,0,0
4,15,8,8,5,0,0
2,11,6,7,1,0,0
2,2,2,3,0,0,0
21,82,11,6,6,0,0
3,16,4,6,3,0,0
0,3,2,1,0,0,0
10,37,4,3,1,1,0
6,29,4,8,2,1,0
2,1,2,3,0,0,0
8,23,0,2,0,0,0
0,1,4,4,3,0,0
0,7,1,3,0,0,0
0,4,3,3,1,0,0
0,1,0,1,1,0,0
0,5,4,3,0,0,0
5,6,3,7,5,0,0
4,0,4,6,6,0,0
0,4,1,12,7,0,0
0,11,5,8,5,0,0
14,56,3,7,3,0,0
17,54,2,17,5,0,0
1,5,1,8,5,0,0
0,4,1,2,0,0,0
11,59,2,13,9,0,0
6,23,7,7,4,0,0
7,41,4,9,5,1,0
4,21,3,10,6,0,0
5,37,2,8,5,0,0
0,0,0,1,1,0,0
9,29,5,8,1,0,0
1,4,0,6,1,0,0
11,30,10,10,4,0,0
9,38,2,3,0,0,0
15,23,0,11,1,0,0
2,3,2,3,1,0,0
1,3,1,4,1,0,0
43,41,3,9,2,1,0
2,20,4,2,0,0,0
8,78,7,6,0,0,0
155,747,49,55,8,0,0
113,619,35,57,7,0,0
62,188,13,59,10,1,0
40,188,15,56,4,1,0
136,689,44,107,21,0,0
244,616,46,126,25,3,0
208,713,45,73,18,0,0
74,85,6,35,7,0,0
65,343,20,46,8,2,0
54,337,13,34,10,0,0
24,104,19,32,9,0,0
41,183,21,16,6,2,0
17,167,19,20,4,0,0
7,28,4,15,4,0,0
6,16,4,8,1,0,0
4,7,0,11,3,0,0
7,31,2,16,2,0,0
2,12,3,7,2,0,0
24,195,11,5,0,0,0
6,121,7,3,1,0,0
1,6,2,9,2,0,0
62,677,25,21,3,0,0
16,93,10,23,7,0,0
39,152,17,25,6,1,0
34,282,39,29,10,3,0
113,248,25,33,8,0,0
143,741,51,59,13,0,0
218,987,68,83,13,0,0
28,220,44,44,12,0,0
68,301,29,49,8,1,0
59,230,20,38,7,0,0
18,74,10,30,7,1,0
27,116,12,31,11,0,0
61,311,22,80,17,3,0
162,960,35,22,1,1,0
26,204,24,15,2,0,0
150,177,19,25,9,0,0
35,166,16,23,7,0,0
5,19,2,8,2,0,0
8,26,2,9,1,0,0
1,13,3,6,2,0,0
16,96,17,12,2,2,0
12,135,15,7,3,0,0
39,212,19,17,5,0,0
3,35,5,16,6,1,0
9,46,6,15,4,1,0
66,361,19,19,3,1,0
11,34,2,20,8,0,0
18,126,15,31,9,0,0
72,246,14,36,8,0,0
41,184,17,57,9,2,0
630,5624,91,72,13,0,0
193,1108,113,158,40,5,0
778,5480,534,399,123,4,0
242,1411,134,216,59,4,0
155,721,91,86,27,2,0
68,469,36,72,19,4,0
50,222,20,65,24,3,0
160,754,171,55,14,1,0
45,272,38,37,6,0,0
51,204,23,37,13,2,0
13,75,12,24,11,1,0
8,21,5,22,8,0,0
11,57,25,14,3,0,0
14,35,7,23,1,0,0
31,105,9,21,4,1,0
2,51,6,12,7,0,0
4,12,4,12,3,0,0
6,34,1,13,3,0,0
5,34,2,14,2,1,0
4,24,5,17,5,0,0
7,22,1,9,1,0,0
13,44,4,14,2,1,0
53,184,47,39,8,1,0
65,195,39,42,15,0,0
22,128,10,46,9,0,0
74,343,19,20,6,1,0
7,60,8,21,1,1,0
16,92,11,29,9,2,0
26,82,12,27,8,0,0
118,650,78,38,6,2,0
26,127,14,27,7,1,0
19,106,14,19,4,0,0
19,74,8,26,5,0,0
1,7,2,8,1,0,0
9,23,3,14,1,0,0
4,7,4,7,2,2,0
1,8,0,6,0,0,0
12,94,13,5,2,0,0
4,20,1,8,3,0,0
3,12,1,5,2,0,0
6,14,1,5,1,0,0
1,5,1,5,1,0,0
10,43,4,4,2,0,0
5,6,1,4,2,0,0
4,14,2,7,2,0,0
14,47,7,17,6,1,0
10,31,3,16,3,0,0
27,129,17,37,8,0,0
32,266,20,48,11,0,0
9,94,7,23,5,0,0
33,119,13,29,7,0,0
9,87,20,29,3,0,0
5,57,6,21,3,0,0
22,47,13,15,6,0,0
15,71,6,19,2,0,0
14,70,4,12,4,0,0
8,16,4,11,2,1,0
8,15,2,9,2,0,0
57,341,21,8,3,0,0
6,12,7,4,0,0,0
0,2,1,4,0,0,0
3,4,2,4,1,0,0
1,1,0,4,1,0,0
1,2,6,3,1,0,0
0,0,0,1,1,0,0
0,1,0,2,1,0,0
1,2,0,2,1,0,0
3,2,0,4,2,0,0
2,5,1,7,3,1,0
2,15,2,7,3,0,0
4,10,0,4,1,0,0
4,15,3,6,1,0,0
27,216,12,8,3,0,0
8,17,5,11,3,1,0
3,16,1,12,2,1,0
2,20,3,12,3,0,0
8,20,7,12,5,1,0
4,4,0,4,0,0,0
2,19,3,5,1,0,0
29,83,3,17,5,1,0
14,40,5,9,0,1,0
1,1,1,2,1,0,0
1,3,0,6,2,0,0
4,7,1,4,2,0,0
16,24,1,4,1,0,0
3,5,0,4,0,0,0
4,16,0,4,0,0,0
14,28,2,5,3,1,0
3,10,3,5,3,0,0
3,4,0,3,1,0,0
0,1,0,2,1,0,0
0,0,0,1,0,0,0
4,8,0,3,1,0,0
3,7,1,5,1,2,0
45,768,218,14,4,0,0
7,28,1,12,2,0,0
28,645,76,10,3,0,0
32,84,4,15,5,0,0
10,30,3,12,7,0,0
0,14,3,8,0,0,0
18,35,0,8,0,0,0
13,44,6,9,1,0,0
7,64,8,14,3,0,0
0,3,0,5,4,0,0
9,17,3,5,2,0,0
3,7,0,3,1,0,0
0,1,2,3,0,0,0
10,19,2,7,1,0,0
13,29,7,17,2,0,0
1,0,0,1,0,0,0
1,0,0,3,1,0,0
0,2,1,3,1,0,0
7,37,12,5,1,1,0
5,25,1,3,1,0,0
4,12,1,8,3,0,0
19,78,6,13,5,0,0
26,121,6,21,5,0,0
17,84,6,24,7,0,0
28,147,8,24,4,0,0
86,476,43,61,8,1,0
19,97,8,27,8,0,0
8,48,4,18,3,0,0
10,63,16,21,6,0,0
28,185,14,24,10,0,0
22,114,16,25,4,0,0
35,99,2,24,2,0,0
7,99,5,7,3,1,0
15,35,3,15,4,0,0
11,47,4,12,8,0,0
49,204,9,7,2,0,0
15,63,5,6,2,2,0
2,18,1,8,4,0,0
2,8,2,3,1,0,0
0,0,0,2,0,0,0
2,5,1,8,5,0,0
7,9,1,2,0,0,0
13,66,0,5,0,0,0
1,1,0,2,1,0,0
4,17,0,5,1,0,0
17,49,5,16,3,0,0
26,88,18,18,7,0,0
54,197,17,39,7,0,0
66,610,34,38,8,0,0
37,58,5,29,4,0,0
30,136,10,28,10,1,0
24,78,5,22,6,1,0
34,111,21,29,6,0,0
114,659,129,37,12,0,0
22,100,13,25,6,0,0
11,30,5,13,4,0,0
0,7,3,12,1,1,0
13,49,4,12,5,0,0
0,2,1,7,3,0,0
0,0,0,4,1,0,0
1,12,1,7,1,0,0
3,11,1,10,4,0,0
0,4,4,6,1,1,0
1,9,2,4,1,0,0
2,2,2,5,2,0,0
2,9,0,6,2,0,0
25,84,8,6,2,1,0
9,31,5,13,2,0,0
1,6,0,6,0,0,0
35,133,11,19,5,1,0
14,58,6,23,6,0,0
25,128,12,43,9,1,0
46,287,19,35,7,0,0
9,45,7,19,5,1,0
44,128,31,21,2,1,0
9,27,1,17,2,0,0
4,24,2,10,2,0,0
0,6,0,5,2,0,0
35,98,8,18,3,0,0
13,37,1,13,2,0,0
29,333,14,12,0,1,0
1,9,2,9,1,0,0
7,18,7,10,4,1,0
2,14,0,7,0,0,0
7,100,7,6,2,2,0
20,149,18,9,3,1,0
2,8,0,5,4,0,0
19,87,1,2,0,0,0
5,10,1,7,2,0,0
1,2,0,3,1,0,0
1,14,0,9,1,1,0
1,8,1,7,1,1,0
0,3,1,5,1,0,0
3,12,4,39,0,0,0
3,36,3,33,2,0,0
23,130,7,22,1,0,0
32,140,13,28,6,0,0
34,83,8,24,6,0,0
14,70,5,17,2,1,0
3,27,1,15,2,1,0
2,29,5,16,5,0,0
14,31,2,26,1,0,0
12,45,7,13,1,1,0
10,16,0,8,2,0,0
8,18,2,12,2,0,0
11,102,19,10,3,0,0
2,13,3,9,4,0,0
7,71,14,10,2,0,0
3,8,3,6,1,1,0
0,2,0,2,1,0,0
0,7,1,4,1,0,0
1,4,0,2,1,0,0
1,4,0,3,1,0,0
0,2,0,2,2,0,0
0,3,2,3,0,1,0
9,15,1,4,3,0,0
2,5,2,9,3,0,0
6,24,2,7,2,0,0
27,204,17,20,4,0,0
38,126,16,27,4,0,0
20,104,28,35,10,1,0
20,168,17,35,10,1,0
85,297,54,53,11,0,0
30,174,14,24,2,0,0
12,69,6,23,7,1,0
11,62,4,19,3,2,0
10,54,6,14,6,2,0
2,32,7,11,2,0,0
28,97,8,14,7,1,0
23,86,10,10,3,0,0
1,11,1,7,3,1,0
16,215,7,5,3,0,0
1,9,0,3,1,0,0
1,21,1,2,0,0,0
6,12,1,5,2,0,0
0,0,0,1,0,0,0
1,3,0,3,0,0,0
1,0,0,2,1,0,0
0,0,0,1,1,0,0
0,5,1,2,0,0,0
4,14,0,9,2,0,0
0,8,0,3,2,0,0
0,6,4,6,1,1,0
42,148,66,12,3,1,0
20,51,7,10,2,1,0
3,16,2,5,0,0,0
4,14,5,6,3,0,0
4,12,1,3,1,0,0
11,24,1,6,2,0,0
3,20,0,10,3,0,0
3,12,3,6,2,1,0
3,12,0,5,2,1,0
2,2,0,5,2,0,0
5,11,3,5,1,0,0
10,45,3,9,5,1,0
1,1,0,2,1,0,0
0,0,0,1,1,0,0
0,1,0,3,1,0,0
0,2,1,2,1,0,0
1,3,0,3,2,0,0
0,7,2,3,2,0,0
2,11,0,6,3,0,0
0,1,0,1,1,0,0
0,1,0,1,0,0,0
7,7,0,11,5,0,0
4,36,2,8,4,0,0
22,85,6,12,5,0,0
23,52,25,9,2,0,0
5,8,2,6,2,0,0
2,4,0,3,0,0,0
6,29,2,12,2,1,0
6,12,1,11,2,0,0
456,2906,120,12,2,0,0
10,40,7,12,3,1,0
5,17,0,5,1,0,0
5,17,3,7,2,0,0
7,23,0,10,3,0,0
6,20,2,12,4,1,0
1,10,1,4,1,1,0
19,132,9,8,2,0,0
0,0,0,5,3,0,0
1,1,0,5,4,0,0
24,33,7,26,1,0,0
6,55,5,3,2,0,0
0,0,0,1,0,0,0
3,9,1,9,2,0,0
1,8,0,7,1,0,0
12,37,3,11,6,0,0
5,33,5,19,4,1,0
10,50,4,25,6,0,0
43,244,12,26,5,1,0
25,65,8,23,6,1,0
57,398,12,16,6,0,0
84,374,12,16,10,0,0
11,41,6,18,4,0,0
3,13,2,10,3,0,0
12,37,0,10,2,0,0
26,74,5,19,6,0,0
59,257,31,18,5,0,0
23,103,10,18,4,1,0
19,63,11,14,4,2,0
2,6,1,5,0,0,0
1,7,8,6,2,1,0
17,44,1,8,4,0,0
0,3,1,1,1,0,0
0,13,2,4,1,0,0
2,1,1,4,1,0,0
1,7,0,5,0,0,0
3,5,0,10,1,0,0
0,1,1,3,1,0,0
69,487,43,13,2,1,0
27,79,7,45,9,0,0
53,367,26,47,10,0,0
162,1109,33,42,10,0,0
109,546,39,46,16,0,0
13,58,5,33,8,0,0
52,367,41,40,12,2,0
76,541,41,41,10,1,0
54,359,24,43,14,0,0
38,268,45,56,13,2,0
496,3233,249,227,38,2,0
65,338,76,107,22,1,0
68,473,37,51,15,0,0
21,146,14,36,9,0,0
53,422,69,32,8,0,0
16,79,14,22,7,0,0
22,63,8,21,8,0,0
2,6,5,10,7,0,0
2,4,2,11,4,0,0
4,3,1,4,0,0,0
7,15,1,11,4,0,0
2,12,2,13,1,0,0
31,208,14,12,1,0,0
60,221,37,21,3,0,0
49,171,34,33,6,0,0
33,93,15,40,7,0,0
49,310,24,35,11,0,0
136,1124,98,60,9,1,0
26,132,35,41,6,2,0
8,80,20,52,6,0,0
36,233,21,43,9,0,0
35,247,39,47,10,1,0
22,96,17,35,11,1,0
27,115,34,38,10,1,0
83,542,53,45,18,1,0
30,121,27,26,9,0,0
4,33,19,13,2,1,0
8,31,7,21,8,0,0
8,51,3,18,6,0,0
24,83,17,9,2,1,0
11,31,6,16,1,0,0
0,3,3,9,5,0,0
2,3,2,16,8,0,0
6,60,9,7,1,0,0
4,21,2,10,1,0,0
5,27,3,14,2,0,0
5,18,1,4,0,1,0
64,258,16,6,1,0,0
21,89,7,12,3,0,0
11,22,3,7,1,0,0
23,86,5,24,7,1,0
15,99,11,34,9,3,0
15,69,8,43,6,1,0
66,394,35,65,24,0,0
17,68,10,35,10,0,0
41,257,27,57,13,1,0
21,93,12,39,14,0,0
31,343,27,63,13,4,0
60,302,27,41,16,0,0
9,84,9,32,7,2,0
38,105,8,24,3,0,0
3,29,1,16,7,0,0
7,41,12,24,5,1,0
4,29,2,17,5,2,0
7,36,10,14,4,2,0
7,29,1,14,7,0,0
3,4,2,8,5,0,0
3,11,1,6,3,1,0
9,14,1,10,5,0,0
2,12,2,8,6,0,0
2,22,0,9,6,0,0
6,30,3,13,5,0,0
0,14,0,10,6,0,0
14,45,7,22,6,0,0
28,128,12,28,10,1,0
69,569,27,46,12,1,0
50,150,22,28,7,0,0
8,95,6,27,10,1,0
17,136,8,24,8,3,0
29,259,21,27,8,0,0
12,59,14,33,8,1,0
21,50,8,23,6,0,0
3,13,5,20,4,1,0
4,21,2,15,10,0,0
13,41,2,21,9,1,0
3,19,1,14,8,0,0
16,291,82,16,12,0,0
12,19,2,19,1,0,0
4,18,4,12,9,0,0
5,14,5,12,5,0,0
4,17,2,7,4,0,0
0,1,0,4,3,0,0
2,4,2,6,4,0,0
0,2,0,3,3,0,0
0,1,1,6,3,0,0
1,1,1,5,5,0,0
0,1,2,4,2,0,0
0,0,0,7,3,0,0
27,47,2,6,6,0,0
1,2,0,3,2,0,0
3,8,0,8,3,0,0
9,18,2,10,4,2,0
10,24,4,12,9,1,0
5,16,4,8,2,1,0
2,16,1,17,14,1,0
2,4,0,8,5,0,0
21,244,7,7,3,0,0
4,8,0,12,5,0,0
1,7,0,12,8,0,0
6,38,5,7,4,0,0
2,1,0,6,4,0,0
2,14,0,6,2,0,0
7,60,3,15,12,0,0
17,56,3,7,5,0,0
24,50,5,8,2,1,0
1,9,0,7,4,0,0
1,2,2,4,3,0,0
0,3,1,3,0,0,0
2,5,0,3,2,0,0
0,1,0,1,0,0,0
0,1,0,2,0,0,0
3,17,1,4,3,0,0
103,420,16,7,2,1,0
4,9,0,8,2,0,0
5,27,3,9,5,0,0
5,28,4,6,0,2,0
3,23,2,13,9,0,0
9,49,2,13,6,0,0
13,28,7,7,1,1,0
24,255,17,14,8,0,0
4,20,2,13,2,0,0
16,35,0,13,1,0,0
2,4,6,9,6,0,0
3,7,0,5,1,0,0
16,43,3,14,8,2,0
2,11,5,5,1,0,0
0,9,0,11,7,1,0
3,12,2,6,1,0,0
2,10,0,4,1,0,0
3,8,4,9,2,0,0
6,26,3,12,2,0,0
4,11,2,14,1,0,0
1,8,4,7,3,0,0
1,4,0,4,2,0,0
5,21,0,5,0,0,0
46,210,15,22,8,1,0
7,35,4,9,1,0,0
30,72,7,25,3,0,0
34,302,12,19,6,1,0
0,15,0,10,2,0,0
5,23,6,13,3,0,0
3,5,5,10,1,0,0
19,262,12,12,5,0,0
12,49,2,14,5,0,0
2,10,1,5,3,0,0
1,9,1,4,2,0,0
190,1454,107,10,2,1,0
3,9,1,5,3,0,0
1,3,1,8,6,0,0
1,8,1,4,3,0,0
1,0,1,4,1,0,0
1,2,0,1,0,0,0
5,21,0,6,2,0,0
4,6,0,4,2,0,0
8,25,0,8,1,0,0
1,4,0,2,0,0,0
0,1,0,5,1,1,0
53,203,13,30,3,0,0
84,518,8,34,6,1,0
180,1511,57,43,11,0,0
32,97,4,35,8,0,0
17,33,6,26,5,0,0
55,529,30,25,4,0,0
21,112,7,23,3,0,0
291,1194,87,27,10,0,0
45,166,8,31,8,2,0
26,54,1,23,13,0,0
9,58,6,24,3,1,0
20,165,7,15,2,0,0
2,9,3,10,1,0,0
3,15,3,8,4,0,0
9,12,2,5,2,1,0
9,129,30,3,0,0,0
6,9,0,7,1,0,0
2,10,2,6,3,0,0
14,23,5,16,2,0,0
0,7,0,3,0,0,0
5,9,0,14,3,0,0
0,2,1,3,0,0,0
20,387,57,4,1,0,0
1,1,0,2,1,0,0
1,2,0,2,0,0,0
11,109,3,7,4,0,0
9,26,4,10,3,0,0
126,1252,72,15,4,0,0
10,30,4,12,4,0,0
3,20,1,10,1,0,0
3,28,1,5,2,0,0
6,29,4,8,2,0,0
1,11,4,13,2,1,0
7,53,4,10,0,0,0
328,1650,90,11,0,0,0
4,12,3,11,5,0,0
6,19,2,8,2,0,0
9,25,5,8,0,0,0
10,32,2,7,3,0,0
1,5,0,7,1,0,0
6,13,0,8,2,1,0
4,10,5,4,2,0,0
1,2,0,2,0,0,0
3,19,2,5,1,0,0
4,14,2,6,3,0,0
0,2,0,1,1,0,0
1,2,0,6,2,0,0
0,0,0,2,1,0,0
2,7,0,5,0,0,0
4,14,0,12,6,0,0
0,2,1,8,0,2,0
16,85,4,12,2,0,0
16,32,1,10,3,0,0
9,32,3,6,2,0,0
16,84,5,15,4,0,0
5,15,4,11,3,0,0
18,34,16,19,4,0,0
12,67,10,11,5,0,0
10,72,7,27,6,0,0
1,22,1,12,2,0,0
3,10,3,9,2,0,0
5,28,0,9,2,0,0
26,77,1,4,2,0,0
0,3,0,4,0,0,0
0,2,0,5,1,0,0
0,4,5,5,2,0,0
2,2,3,2,0,0,0
0,0,0,1,0,0,0
0,4,0,3,1,0,0
1,2,1,1,1,0,0
1,7,0,2,0,0,0
0,1,0,2,1,0,0
0,0,1,2,1,0,0
2,14,1,6,2,0,0
3,6,0,4,0,0,0
2,16,1,10,7,0,0
2,4,1,3,1,0,0
0,2,2,3,0,0,0
3,28,2,7,2,0,0
0,4,0,2,0,0,0
7,14,2,3,0,0,0
2,6,1,6,0,0,0
0,8,1,1,1,0,0
16,140,8,3,0,0,0
7,9,0,3,0,0,0
10,18,3,5,0,1,0
1,4,0,1,0,0,0
3,2,0,2,0,0,0
0,7,0,7,6,0,0
3,5,0,3,0,0,0
6,15,0,2,2,0,0
2,7,2,2,0,1,0
0,0,0,1,0,0,0
1,1,0,4,1,0,0
0,1,2,3,2,0,0
2,8,5,3,0,0,0
0,0,0,1,0,0,0
10,27,5,4,0,0,0
0,0,1,2,0,0,0
0,5,9,7,3,0,0
1,10,5,9,4,1,0
4,8,0,2,2,0,0
62,398,20,6,0,0,0
13,31,3,5,0,2,0
0,0,0,1,0,0,0
1,10,3,6,1,2,0
3,6,0,3,0,0,0
5,3,0,6,6,0,0
9,38,5,8,6,0,0
1,2,12,4,0,0,0
3,12,0,4,1,0,0
3,4,0,1,0,0,0
3,6,1,3,1,0,0
0,1,0,2,0,0,0
0,0,0,1,0,0,0
85,293,15,6,2,0,0
0,0,0,1,0,0,0
0,1,0,2,0,0,0
1,4,0,2,0,0,0
3,10,0,1,1,0,0
0,15,1,7,3,0,0
4,9,3,1,0,0,0
